통계연월,통계시도명,통계시군구명,장애유형,장애정도,등록장애인수
202112,강원도,삼척시,신장,심한 장애,113
202112,강원도,삼척시,심장,심한 장애,4
202112,강원도,삼척시,호흡기,심한 장애,27
202112,강원도,삼척시,간,심한 장애,1
202112,강원도,삼척시,안면,심한 장애,3
202112,강원도,삼척시,장루.요루,심한 장애,7
202112,강원도,삼척시,뇌전증,심한 장애,1
202112,강원도,삼척시,지체,심하지 않은 장애,2179
202112,강원도,삼척시,시각,심하지 않은 장애,407
202112,강원도,삼척시,청각,심하지 않은 장애,613
202112,강원도,삼척시,언어,심하지 않은 장애,16
202112,강원도,삼척시,뇌병변,심하지 않은 장애,156
202112,강원도,삼척시,신장,심하지 않은 장애,27
202112,강원도,삼척시,심장,심하지 않은 장애,1
202112,강원도,삼척시,간,심하지 않은 장애,20
202112,강원도,삼척시,안면,심하지 않은 장애,1
202112,강원도,삼척시,장루.요루,심하지 않은 장애,22
202112,강원도,삼척시,뇌전증,심하지 않은 장애,13
202112,강원도,홍천군,지체,심한 장애,505
202112,강원도,홍천군,시각,심한 장애,96
202112,강원도,홍천군,청각,심한 장애,167
202112,강원도,홍천군,언어,심한 장애,23
202112,강원도,홍천군,지적,심한 장애,499
202112,강원도,홍천군,뇌병변,심한 장애,280
202112,강원도,홍천군,자폐성,심한 장애,28
202112,강원도,홍천군,정신,심한 장애,168
202112,강원도,홍천군,신장,심한 장애,119
202112,강원도,홍천군,심장,심한 장애,3
202112,강원도,홍천군,호흡기,심한 장애,23
202112,강원도,홍천군,간,심한 장애,1
202112,강원도,홍천군,안면,심한 장애,4
202112,강원도,홍천군,장루.요루,심한 장애,4
202112,강원도,홍천군,뇌전증,심한 장애,6
202112,강원도,홍천군,지체,심하지 않은 장애,1980
202112,강원도,홍천군,시각,심하지 않은 장애,394
202112,강원도,홍천군,청각,심하지 않은 장애,512
202112,강원도,홍천군,언어,심하지 않은 장애,26
202112,강원도,홍천군,뇌병변,심하지 않은 장애,176
202112,강원도,홍천군,신장,심하지 않은 장애,43
202112,강원도,홍천군,심장,심하지 않은 장애,1
202112,강원도,홍천군,간,심하지 않은 장애,26
202112,강원도,홍천군,안면,심하지 않은 장애,1
202112,강원도,홍천군,장루.요루,심하지 않은 장애,43
202112,강원도,홍천군,뇌전증,심하지 않은 장애,10
202112,강원도,횡성군,지체,심한 장애,352
202112,강원도,횡성군,시각,심한 장애,47
202112,강원도,횡성군,청각,심한 장애,138
202112,강원도,횡성군,언어,심한 장애,14
202112,강원도,횡성군,지적,심한 장애,338
202112,강원도,횡성군,뇌병변,심한 장애,169
202112,강원도,횡성군,자폐성,심한 장애,13
202112,강원도,횡성군,정신,심한 장애,101
202112,강원도,횡성군,신장,심한 장애,82
202112,강원도,횡성군,심장,심한 장애,6
202112,강원도,횡성군,호흡기,심한 장애,14
202112,강원도,횡성군,간,심한 장애,2
202112,강원도,횡성군,안면,심한 장애,2
202112,강원도,횡성군,장루.요루,심한 장애,4
202112,강원도,횡성군,뇌전증,심한 장애,2
202112,강원도,횡성군,지체,심하지 않은 장애,1483
202112,강원도,횡성군,시각,심하지 않은 장애,297
202112,강원도,횡성군,청각,심하지 않은 장애,433
202112,강원도,횡성군,언어,심하지 않은 장애,5
202112,강원도,횡성군,뇌병변,심하지 않은 장애,133
202112,강원도,횡성군,정신,심하지 않은 장애,1
202112,강원도,횡성군,신장,심하지 않은 장애,22
202112,강원도,횡성군,심장,심하지 않은 장애,3
202112,강원도,횡성군,간,심하지 않은 장애,21
202112,강원도,횡성군,안면,심하지 않은 장애,2
202112,강원도,횡성군,장루.요루,심하지 않은 장애,30
202112,강원도,횡성군,뇌전증,심하지 않은 장애,4
202112,강원도,영월군,지체,심한 장애,409
202112,강원도,영월군,시각,심한 장애,70
202112,강원도,영월군,청각,심한 장애,93
202112,강원도,영월군,언어,심한 장애,10
202112,강원도,영월군,지적,심한 장애,312
202112,강원도,영월군,뇌병변,심한 장애,159
202112,강원도,영월군,자폐성,심한 장애,11
202112,강원도,영월군,정신,심한 장애,77
202112,강원도,영월군,신장,심한 장애,68
202112,강원도,영월군,심장,심한 장애,5
202112,강원도,영월군,호흡기,심한 장애,22
202112,강원도,영월군,안면,심한 장애,2
202112,강원도,영월군,장루.요루,심한 장애,4
202112,강원도,영월군,뇌전증,심한 장애,1
202112,강원도,영월군,지체,심하지 않은 장애,1476
202112,강원도,영월군,시각,심하지 않은 장애,211
202112,강원도,영월군,청각,심하지 않은 장애,345
202112,강원도,영월군,언어,심하지 않은 장애,11
202112,강원도,영월군,뇌병변,심하지 않은 장애,119
202112,강원도,영월군,정신,심하지 않은 장애,1
202112,강원도,영월군,신장,심하지 않은 장애,16
202112,강원도,영월군,심장,심하지 않은 장애,1
202112,강원도,영월군,간,심하지 않은 장애,12
202112,강원도,영월군,장루.요루,심하지 않은 장애,18
202112,강원도,영월군,뇌전증,심하지 않은 장애,3
202112,강원도,평창군,지체,심한 장애,361
202112,강원도,평창군,시각,심한 장애,63
202112,강원도,평창군,청각,심한 장애,122
202112,강원도,평창군,언어,심한 장애,11
202112,강원도,평창군,지적,심한 장애,248
202112,강원도,평창군,뇌병변,심한 장애,168
202112,강원도,평창군,자폐성,심한 장애,15
202112,강원도,평창군,정신,심한 장애,69
202112,강원도,평창군,신장,심한 장애,54
202112,강원도,평창군,호흡기,심한 장애,9
202112,강원도,평창군,간,심한 장애,2
202112,강원도,평창군,안면,심한 장애,1
202112,강원도,평창군,장루.요루,심한 장애,3
202112,강원도,평창군,지체,심하지 않은 장애,1276
202112,강원도,평창군,시각,심하지 않은 장애,229
202112,강원도,평창군,청각,심하지 않은 장애,381
202112,강원도,평창군,언어,심하지 않은 장애,8
202112,강원도,평창군,뇌병변,심하지 않은 장애,105
202112,강원도,평창군,신장,심하지 않은 장애,16
202112,강원도,평창군,심장,심하지 않은 장애,1
202112,강원도,평창군,호흡기,심하지 않은 장애,1
202112,강원도,평창군,간,심하지 않은 장애,16
202112,강원도,평창군,안면,심하지 않은 장애,2
202112,강원도,평창군,장루.요루,심하지 않은 장애,20
202112,강원도,평창군,뇌전증,심하지 않은 장애,1
202112,강원도,정선군,지체,심한 장애,432
202112,강원도,정선군,시각,심한 장애,52
202112,강원도,정선군,청각,심한 장애,103
202112,강원도,정선군,언어,심한 장애,15
202112,강원도,정선군,지적,심한 장애,284
202112,강원도,정선군,뇌병변,심한 장애,153
202112,강원도,정선군,자폐성,심한 장애,12
202112,강원도,정선군,정신,심한 장애,71
202112,강원도,정선군,신장,심한 장애,51
202112,강원도,정선군,심장,심한 장애,3
202112,강원도,정선군,호흡기,심한 장애,29
202112,강원도,정선군,간,심한 장애,2
202112,강원도,정선군,안면,심한 장애,2
202112,강원도,정선군,장루.요루,심한 장애,1
202112,강원도,정선군,뇌전증,심한 장애,1
202112,강원도,정선군,지체,심하지 않은 장애,1352
202112,강원도,정선군,시각,심하지 않은 장애,210
202112,강원도,정선군,청각,심하지 않은 장애,401
202112,강원도,정선군,언어,심하지 않은 장애,9
202112,강원도,정선군,뇌병변,심하지 않은 장애,103
202112,강원도,정선군,신장,심하지 않은 장애,22
202112,강원도,정선군,간,심하지 않은 장애,16
202112,강원도,정선군,안면,심하지 않은 장애,1
202112,강원도,정선군,장루.요루,심하지 않은 장애,10
202112,강원도,정선군,뇌전증,심하지 않은 장애,4
202112,강원도,철원군,지체,심한 장애,247
202112,강원도,철원군,시각,심한 장애,55
202112,강원도,철원군,청각,심한 장애,104
202112,강원도,철원군,언어,심한 장애,7
202112,강원도,철원군,지적,심한 장애,406
202112,강원도,철원군,뇌병변,심한 장애,175
202112,강원도,철원군,자폐성,심한 장애,17
202112,강원도,철원군,정신,심한 장애,78
202112,강원도,철원군,신장,심한 장애,60
202112,강원도,철원군,심장,심한 장애,2
202112,강원도,철원군,호흡기,심한 장애,7
202112,강원도,철원군,간,심한 장애,1
202112,강원도,철원군,안면,심한 장애,2
202112,강원도,철원군,뇌전증,심한 장애,1
202112,강원도,철원군,지체,심하지 않은 장애,1199
202112,강원도,철원군,시각,심하지 않은 장애,207
202112,강원도,철원군,청각,심하지 않은 장애,335
202112,강원도,철원군,언어,심하지 않은 장애,10
202112,강원도,철원군,뇌병변,심하지 않은 장애,91
202112,강원도,철원군,신장,심하지 않은 장애,25
202112,강원도,철원군,심장,심하지 않은 장애,2
202112,강원도,철원군,간,심하지 않은 장애,11
202112,강원도,철원군,장루.요루,심하지 않은 장애,18
202112,강원도,철원군,뇌전증,심하지 않은 장애,2
202112,강원도,화천군,지체,심한 장애,175
202112,강원도,화천군,시각,심한 장애,21
202112,강원도,화천군,청각,심한 장애,44
202112,강원도,화천군,언어,심한 장애,5
202112,강원도,화천군,지적,심한 장애,190
202112,강원도,화천군,뇌병변,심한 장애,86
202112,강원도,화천군,자폐성,심한 장애,7
202112,강원도,화천군,정신,심한 장애,54
202112,강원도,화천군,신장,심한 장애,31
202112,강원도,화천군,심장,심한 장애,1
202112,강원도,화천군,호흡기,심한 장애,5
202112,강원도,화천군,안면,심한 장애,1
202112,강원도,화천군,장루.요루,심한 장애,2
202112,강원도,화천군,지체,심하지 않은 장애,696
202112,강원도,화천군,시각,심하지 않은 장애,129
202112,강원도,화천군,청각,심하지 않은 장애,201
202112,강원도,화천군,언어,심하지 않은 장애,8
202112,강원도,화천군,뇌병변,심하지 않은 장애,64
202112,강원도,화천군,신장,심하지 않은 장애,6
202112,강원도,화천군,간,심하지 않은 장애,6
202112,강원도,화천군,안면,심하지 않은 장애,2
202112,강원도,화천군,장루.요루,심하지 않은 장애,12
202112,강원도,화천군,뇌전증,심하지 않은 장애,2
202112,강원도,양구군,지체,심한 장애,156
202112,강원도,양구군,시각,심한 장애,39
202112,강원도,양구군,청각,심한 장애,40
202112,강원도,양구군,언어,심한 장애,14
202112,강원도,양구군,지적,심한 장애,99
202112,강원도,양구군,뇌병변,심한 장애,72
202112,강원도,양구군,자폐성,심한 장애,14
202112,강원도,양구군,정신,심한 장애,40
202112,강원도,양구군,신장,심한 장애,36
202112,강원도,양구군,호흡기,심한 장애,9
202112,강원도,양구군,안면,심한 장애,1
202112,강원도,양구군,장루.요루,심한 장애,1
202112,강원도,양구군,지체,심하지 않은 장애,580
202112,강원도,양구군,시각,심하지 않은 장애,120
202112,강원도,양구군,청각,심하지 않은 장애,168
202112,강원도,양구군,언어,심하지 않은 장애,6
202112,강원도,양구군,뇌병변,심하지 않은 장애,51
202112,강원도,양구군,신장,심하지 않은 장애,10
202112,강원도,양구군,심장,심하지 않은 장애,2
202112,강원도,양구군,호흡기,심하지 않은 장애,1
202112,강원도,양구군,간,심하지 않은 장애,5
202112,강원도,양구군,장루.요루,심하지 않은 장애,12
202112,강원도,양구군,뇌전증,심하지 않은 장애,4
202112,강원도,인제군,지체,심한 장애,195
202112,강원도,인제군,시각,심한 장애,39
202112,강원도,인제군,청각,심한 장애,66
202112,강원도,인제군,언어,심한 장애,10
202112,강원도,인제군,지적,심한 장애,249
202112,강원도,인제군,뇌병변,심한 장애,85
202112,강원도,인제군,자폐성,심한 장애,11
202112,강원도,인제군,정신,심한 장애,48
202112,강원도,인제군,신장,심한 장애,44
202112,강원도,인제군,심장,심한 장애,2
202112,강원도,인제군,호흡기,심한 장애,8
202112,강원도,인제군,간,심한 장애,2
202112,강원도,인제군,안면,심한 장애,1
202112,강원도,인제군,장루.요루,심한 장애,1
202112,강원도,인제군,뇌전증,심한 장애,2
202112,강원도,인제군,지체,심하지 않은 장애,734
202112,강원도,인제군,시각,심하지 않은 장애,164
202112,강원도,인제군,청각,심하지 않은 장애,215
202112,강원도,인제군,언어,심하지 않은 장애,3
202112,강원도,인제군,뇌병변,심하지 않은 장애,77
202112,강원도,인제군,신장,심하지 않은 장애,20
202112,강원도,인제군,호흡기,심하지 않은 장애,1
202112,강원도,인제군,간,심하지 않은 장애,15
202112,강원도,인제군,안면,심하지 않은 장애,1
202112,강원도,인제군,장루.요루,심하지 않은 장애,14
202112,강원도,인제군,뇌전증,심하지 않은 장애,1
202112,강원도,고성군,지체,심한 장애,194
202112,강원도,고성군,시각,심한 장애,38
202112,강원도,고성군,청각,심한 장애,137
202112,강원도,고성군,언어,심한 장애,9
202112,강원도,고성군,지적,심한 장애,158
202112,강원도,고성군,뇌병변,심한 장애,105
202112,강원도,고성군,자폐성,심한 장애,9
202112,강원도,고성군,정신,심한 장애,56
202112,강원도,고성군,신장,심한 장애,65
202112,강원도,고성군,심장,심한 장애,1
202112,강원도,고성군,호흡기,심한 장애,14
202112,강원도,고성군,간,심한 장애,2
202112,강원도,고성군,안면,심한 장애,1
202112,강원도,고성군,장루.요루,심한 장애,1
202112,강원도,고성군,지체,심하지 않은 장애,891
202112,강원도,고성군,시각,심하지 않은 장애,177
202112,강원도,고성군,청각,심하지 않은 장애,257
202112,강원도,고성군,언어,심하지 않은 장애,14
202112,강원도,고성군,뇌병변,심하지 않은 장애,77
202112,강원도,고성군,신장,심하지 않은 장애,16
202112,강원도,고성군,심장,심하지 않은 장애,1
202112,강원도,고성군,호흡기,심하지 않은 장애,1
202112,강원도,고성군,간,심하지 않은 장애,12
202112,강원도,고성군,안면,심하지 않은 장애,1
202112,강원도,고성군,장루.요루,심하지 않은 장애,13
202112,강원도,고성군,뇌전증,심하지 않은 장애,4
202112,강원도,양양군,지체,심한 장애,234
202112,강원도,양양군,시각,심한 장애,42
202112,강원도,양양군,청각,심한 장애,119
202112,강원도,양양군,언어,심한 장애,6
202112,강원도,양양군,지적,심한 장애,215
202112,강원도,양양군,뇌병변,심한 장애,82
202112,강원도,양양군,자폐성,심한 장애,26
202112,강원도,양양군,정신,심한 장애,74
202112,강원도,양양군,신장,심한 장애,49
202112,강원도,양양군,심장,심한 장애,2
202112,강원도,양양군,호흡기,심한 장애,8
202112,강원도,양양군,간,심한 장애,1
202112,강원도,양양군,안면,심한 장애,2
202112,강원도,양양군,장루.요루,심한 장애,2
202112,강원도,양양군,뇌전증,심한 장애,2
202112,강원도,양양군,지체,심하지 않은 장애,873
202112,강원도,양양군,시각,심하지 않은 장애,160
202112,강원도,양양군,청각,심하지 않은 장애,280
202112,강원도,양양군,언어,심하지 않은 장애,9
202112,강원도,양양군,뇌병변,심하지 않은 장애,67
202112,강원도,양양군,신장,심하지 않은 장애,9
202112,강원도,양양군,심장,심하지 않은 장애,1
202112,강원도,양양군,간,심하지 않은 장애,19
202112,강원도,양양군,장루.요루,심하지 않은 장애,24
202112,강원도,양양군,뇌전증,심하지 않은 장애,6
202112,충청북도,청주시,지체,심한 장애,3314
202112,충청북도,청주시,시각,심한 장애,675
202112,충청북도,청주시,청각,심한 장애,1295
202112,충청북도,청주시,언어,심한 장애,151
202112,충청북도,청주시,지적,심한 장애,4738
202112,충청북도,청주시,뇌병변,심한 장애,2241
202112,충청북도,청주시,자폐성,심한 장애,480
202112,충청북도,청주시,정신,심한 장애,1412
202112,충청북도,청주시,신장,심한 장애,1242
202112,충청북도,청주시,심장,심한 장애,48
202112,충청북도,청주시,호흡기,심한 장애,149
202112,충청북도,청주시,간,심한 장애,8
202112,충청북도,청주시,안면,심한 장애,27
202112,충청북도,청주시,장루.요루,심한 장애,17
202112,충청북도,청주시,뇌전증,심한 장애,27
202112,충청북도,청주시,지체,심하지 않은 장애,14554
202112,충청북도,청주시,시각,심하지 않은 장애,3051
202112,충청북도,청주시,청각,심하지 않은 장애,4246
202112,충청북도,청주시,언어,심하지 않은 장애,176
202112,충청북도,청주시,뇌병변,심하지 않은 장애,1555
202112,충청북도,청주시,정신,심하지 않은 장애,2
202112,충청북도,청주시,신장,심하지 않은 장애,387
202112,충청북도,청주시,심장,심하지 않은 장애,15
202112,충청북도,청주시,호흡기,심하지 않은 장애,5
202112,충청북도,청주시,간,심하지 않은 장애,204
202112,충청북도,청주시,안면,심하지 않은 장애,20
202112,충청북도,청주시,장루.요루,심하지 않은 장애,242
202112,충청북도,청주시,뇌전증,심하지 않은 장애,90
202112,충청북도,충주시,지체,심한 장애,1294
202112,충청북도,충주시,시각,심한 장애,282
202112,충청북도,충주시,청각,심한 장애,529
202112,충청북도,충주시,언어,심한 장애,48
202112,충청북도,충주시,지적,심한 장애,1312
202112,충청북도,충주시,뇌병변,심한 장애,724
202112,충청북도,충주시,자폐성,심한 장애,131
202112,충청북도,충주시,정신,심한 장애,392
202112,충청북도,충주시,신장,심한 장애,335
202112,충청북도,충주시,심장,심한 장애,15
202112,충청북도,충주시,호흡기,심한 장애,44
202112,충청북도,충주시,간,심한 장애,3
202112,충청북도,충주시,안면,심한 장애,7
202112,충청북도,충주시,장루.요루,심한 장애,11
202112,충청북도,충주시,뇌전증,심한 장애,8
202112,충청북도,충주시,지체,심하지 않은 장애,4757
202112,충청북도,충주시,시각,심하지 않은 장애,1092
202112,충청북도,충주시,청각,심하지 않은 장애,1703
202112,충청북도,충주시,언어,심하지 않은 장애,33
202112,충청북도,충주시,뇌병변,심하지 않은 장애,450
202112,충청북도,충주시,정신,심하지 않은 장애,1
202112,충청북도,충주시,신장,심하지 않은 장애,102
202112,충청북도,충주시,심장,심하지 않은 장애,6
202112,충청북도,충주시,호흡기,심하지 않은 장애,2
202112,충청북도,충주시,간,심하지 않은 장애,67
202112,충청북도,충주시,안면,심하지 않은 장애,3
202112,충청북도,충주시,장루.요루,심하지 않은 장애,74
202112,충청북도,충주시,뇌전증,심하지 않은 장애,26
202112,충청북도,제천시,지체,심한 장애,1315
202112,충청북도,제천시,시각,심한 장애,172
202112,충청북도,제천시,청각,심한 장애,294
202112,충청북도,제천시,언어,심한 장애,35
202112,충청북도,제천시,지적,심한 장애,1051
202112,충청북도,제천시,뇌병변,심한 장애,454
202112,충청북도,제천시,자폐성,심한 장애,71
202112,충청북도,제천시,정신,심한 장애,261
202112,충청북도,제천시,신장,심한 장애,220
202112,충청북도,제천시,심장,심한 장애,4
202112,충청북도,제천시,호흡기,심한 장애,28
202112,충청북도,제천시,간,심한 장애,4
202112,충청북도,제천시,안면,심한 장애,5
202112,충청북도,제천시,장루.요루,심한 장애,6
202112,충청북도,제천시,뇌전증,심한 장애,3
202112,충청북도,제천시,지체,심하지 않은 장애,4311
202112,충청북도,제천시,시각,심하지 않은 장애,665
202112,충청북도,제천시,청각,심하지 않은 장애,914
202112,충청북도,제천시,언어,심하지 않은 장애,20
202112,충청북도,제천시,뇌병변,심하지 않은 장애,361
202112,충청북도,제천시,정신,심하지 않은 장애,1
202112,충청북도,제천시,신장,심하지 않은 장애,72
202112,충청북도,제천시,심장,심하지 않은 장애,3
202112,충청북도,제천시,간,심하지 않은 장애,43
202112,충청북도,제천시,안면,심하지 않은 장애,8
202112,충청북도,제천시,장루.요루,심하지 않은 장애,53
202112,충청북도,제천시,뇌전증,심하지 않은 장애,20
202112,충청북도,보은군,지체,심한 장애,281
202112,충청북도,보은군,시각,심한 장애,57
202112,충청북도,보은군,청각,심한 장애,138
202112,충청북도,보은군,언어,심한 장애,13
202112,충청북도,보은군,지적,심한 장애,299
202112,충청북도,보은군,뇌병변,심한 장애,141
202112,충청북도,보은군,자폐성,심한 장애,12
202112,충청북도,보은군,정신,심한 장애,111
202112,충청북도,보은군,신장,심한 장애,53
202112,충청북도,보은군,호흡기,심한 장애,11
202112,충청북도,보은군,안면,심한 장애,1
202112,충청북도,보은군,뇌전증,심한 장애,1
202112,충청북도,보은군,지체,심하지 않은 장애,1177
202112,충청북도,보은군,시각,심하지 않은 장애,237
202112,충청북도,보은군,청각,심하지 않은 장애,473
202112,충청북도,보은군,언어,심하지 않은 장애,9
202112,충청북도,보은군,뇌병변,심하지 않은 장애,103
202112,충청북도,보은군,신장,심하지 않은 장애,14
202112,충청북도,보은군,호흡기,심하지 않은 장애,1
202112,충청북도,보은군,간,심하지 않은 장애,21
202112,충청북도,보은군,안면,심하지 않은 장애,1
202112,충청북도,보은군,장루.요루,심하지 않은 장애,18
202112,충청북도,보은군,뇌전증,심하지 않은 장애,5
202112,충청북도,옥천군,지체,심한 장애,397
202112,충청북도,옥천군,시각,심한 장애,60
202112,충청북도,옥천군,청각,심한 장애,166
202112,충청북도,옥천군,언어,심한 장애,12
202112,충청북도,옥천군,지적,심한 장애,569
202112,충청북도,옥천군,뇌병변,심한 장애,206
202112,충청북도,옥천군,자폐성,심한 장애,24
202112,충청북도,옥천군,정신,심한 장애,393
202112,충청북도,옥천군,신장,심한 장애,87
202112,충청북도,옥천군,심장,심한 장애,5
202112,충청북도,옥천군,호흡기,심한 장애,14
202112,충청북도,옥천군,안면,심한 장애,3
202112,충청북도,옥천군,장루.요루,심한 장애,1
202112,충청북도,옥천군,뇌전증,심한 장애,2
202112,충청북도,옥천군,지체,심하지 않은 장애,1832
202112,충청북도,옥천군,시각,심하지 않은 장애,355
202112,충청북도,옥천군,청각,심하지 않은 장애,749
202112,충청북도,옥천군,언어,심하지 않은 장애,13
202112,충청북도,옥천군,뇌병변,심하지 않은 장애,170
202112,충청북도,옥천군,신장,심하지 않은 장애,29
202112,충청북도,옥천군,간,심하지 않은 장애,11
202112,충청북도,옥천군,안면,심하지 않은 장애,2
202112,충청북도,옥천군,장루.요루,심하지 않은 장애,29
202112,충청북도,옥천군,뇌전증,심하지 않은 장애,8
202112,충청북도,영동군,지체,심한 장애,394
202112,충청북도,영동군,시각,심한 장애,71
202112,충청북도,영동군,청각,심한 장애,142
202112,충청북도,영동군,언어,심한 장애,15
202112,충청북도,영동군,지적,심한 장애,374
202112,충청북도,영동군,뇌병변,심한 장애,187
202112,충청북도,영동군,자폐성,심한 장애,24
202112,충청북도,영동군,정신,심한 장애,140
202112,충청북도,영동군,신장,심한 장애,96
202112,충청북도,영동군,심장,심한 장애,2
202112,충청북도,영동군,호흡기,심한 장애,16
202112,충청북도,영동군,장루.요루,심한 장애,4
202112,충청북도,영동군,뇌전증,심한 장애,2
202112,충청북도,영동군,지체,심하지 않은 장애,1819
202112,충청북도,영동군,시각,심하지 않은 장애,343
202112,충청북도,영동군,청각,심하지 않은 장애,561
202112,충청북도,영동군,언어,심하지 않은 장애,13
202112,충청북도,영동군,뇌병변,심하지 않은 장애,143
202112,충청북도,영동군,정신,심하지 않은 장애,1
202112,충청북도,영동군,신장,심하지 않은 장애,27
202112,충청북도,영동군,간,심하지 않은 장애,16
202112,충청북도,영동군,안면,심하지 않은 장애,3
202112,충청북도,영동군,장루.요루,심하지 않은 장애,24
202112,충청북도,영동군,뇌전증,심하지 않은 장애,8
202112,충청북도,증평군,지체,심한 장애,221
202112,충청북도,증평군,시각,심한 장애,43
202112,충청북도,증평군,청각,심한 장애,99
202112,충청북도,증평군,언어,심한 장애,20
202112,충청북도,증평군,지적,심한 장애,265
202112,충청북도,증평군,뇌병변,심한 장애,121
202112,충청북도,증평군,자폐성,심한 장애,18
202112,충청북도,증평군,정신,심한 장애,83
202112,충청북도,증평군,신장,심한 장애,64
202112,충청북도,증평군,심장,심한 장애,5
202112,충청북도,증평군,호흡기,심한 장애,14
202112,충청북도,증평군,안면,심한 장애,2
202112,충청북도,증평군,장루.요루,심한 장애,1
202112,충청북도,증평군,뇌전증,심한 장애,1
202112,충청북도,증평군,지체,심하지 않은 장애,800
202112,충청북도,증평군,시각,심하지 않은 장애,164
202112,충청북도,증평군,청각,심하지 않은 장애,292
202112,충청북도,증평군,언어,심하지 않은 장애,14
202112,충청북도,증평군,뇌병변,심하지 않은 장애,89
202112,충청북도,증평군,신장,심하지 않은 장애,13
202112,충청북도,증평군,심장,심하지 않은 장애,3
202112,충청북도,증평군,호흡기,심하지 않은 장애,1
202112,충청북도,증평군,간,심하지 않은 장애,8
202112,충청북도,증평군,장루.요루,심하지 않은 장애,12
202112,충청북도,증평군,뇌전증,심하지 않은 장애,4
202112,충청북도,진천군,지체,심한 장애,378
202112,충청북도,진천군,시각,심한 장애,74
202112,충청북도,진천군,청각,심한 장애,142
202112,충청북도,진천군,언어,심한 장애,30
202112,충청북도,진천군,지적,심한 장애,478
202112,충청북도,진천군,뇌병변,심한 장애,237
202112,충청북도,진천군,자폐성,심한 장애,37
202112,충청북도,진천군,정신,심한 장애,149
202112,충청북도,진천군,신장,심한 장애,115
202112,충청북도,진천군,심장,심한 장애,11
202112,충청북도,진천군,호흡기,심한 장애,13
202112,충청북도,진천군,간,심한 장애,2
202112,충청북도,진천군,안면,심한 장애,1
202112,충청북도,진천군,장루.요루,심한 장애,4
202112,충청북도,진천군,뇌전증,심한 장애,3
202112,충청북도,진천군,지체,심하지 않은 장애,1787
202112,충청북도,진천군,시각,심하지 않은 장애,377
202112,충청북도,진천군,청각,심하지 않은 장애,455
202112,충청북도,진천군,언어,심하지 않은 장애,26
202112,충청북도,진천군,뇌병변,심하지 않은 장애,164
202112,충청북도,진천군,정신,심하지 않은 장애,1
202112,충청북도,진천군,신장,심하지 않은 장애,36
202112,충청북도,진천군,심장,심하지 않은 장애,2
202112,충청북도,진천군,간,심하지 않은 장애,15
202112,충청북도,진천군,안면,심하지 않은 장애,1
202112,충청북도,진천군,장루.요루,심하지 않은 장애,26
202112,충청북도,진천군,뇌전증,심하지 않은 장애,5
202112,충청북도,괴산군,지체,심한 장애,301
202112,충청북도,괴산군,시각,심한 장애,60
202112,충청북도,괴산군,청각,심한 장애,136
202112,충청북도,괴산군,언어,심한 장애,15
202112,충청북도,괴산군,지적,심한 장애,416
202112,충청북도,괴산군,뇌병변,심한 장애,146
202112,충청북도,괴산군,자폐성,심한 장애,9
202112,충청북도,괴산군,정신,심한 장애,159
202112,충청북도,괴산군,신장,심한 장애,70
202112,충청북도,괴산군,심장,심한 장애,2
202112,충청북도,괴산군,호흡기,심한 장애,11
202112,충청북도,괴산군,간,심한 장애,1
202112,충청북도,괴산군,안면,심한 장애,1
202112,충청북도,괴산군,장루.요루,심한 장애,4
202112,충청북도,괴산군,뇌전증,심한 장애,1
202112,충청북도,괴산군,지체,심하지 않은 장애,1438
202112,충청북도,괴산군,시각,심하지 않은 장애,237
202112,충청북도,괴산군,청각,심하지 않은 장애,553
202112,충청북도,괴산군,언어,심하지 않은 장애,12
202112,충청북도,괴산군,뇌병변,심하지 않은 장애,124
202112,충청북도,괴산군,신장,심하지 않은 장애,23
202112,충청북도,괴산군,심장,심하지 않은 장애,1
202112,충청북도,괴산군,호흡기,심하지 않은 장애,1
202112,충청북도,괴산군,간,심하지 않은 장애,18
202112,충청북도,괴산군,안면,심하지 않은 장애,1
202112,충청북도,괴산군,장루.요루,심하지 않은 장애,26
202112,충청북도,괴산군,뇌전증,심하지 않은 장애,5
202112,충청북도,음성군,지체,심한 장애,716
202112,충청북도,음성군,시각,심한 장애,95
202112,충청북도,음성군,청각,심한 장애,231
202112,충청북도,음성군,언어,심한 장애,26
202112,충청북도,음성군,지적,심한 장애,1124
202112,충청북도,음성군,뇌병변,심한 장애,421
202112,충청북도,음성군,자폐성,심한 장애,44
202112,충청북도,음성군,정신,심한 장애,544
202112,충청북도,음성군,신장,심한 장애,156
202112,충청북도,음성군,심장,심한 장애,8
202112,충청북도,음성군,호흡기,심한 장애,19
202112,충청북도,음성군,간,심한 장애,1
202112,충청북도,음성군,안면,심한 장애,1
202112,충청북도,음성군,장루.요루,심한 장애,6
202112,충청북도,음성군,뇌전증,심한 장애,2
202112,충청북도,음성군,지체,심하지 않은 장애,2542
202112,충청북도,음성군,시각,심하지 않은 장애,449
202112,충청북도,음성군,청각,심하지 않은 장애,618
202112,충청북도,음성군,언어,심하지 않은 장애,22
202112,충청북도,음성군,뇌병변,심하지 않은 장애,248
202112,충청북도,음성군,정신,심하지 않은 장애,1
202112,충청북도,음성군,신장,심하지 않은 장애,45
202112,충청북도,음성군,심장,심하지 않은 장애,2
202112,충청북도,음성군,간,심하지 않은 장애,33
202112,충청북도,음성군,안면,심하지 않은 장애,2
